work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,salary_usd_norm,salary_usd_zscore,salary_level,is_remote
2020,Mid-level,Full-Time,lead data engineer,56000,USD,56000.0,PT,100,US,Medium,0.18911017755880222,-0.829228129971113,Bajo,Remoto
2020,Mid-level,Full-Time,machine learning engineer,299000,CNY,43331.0,CN,0,CN,Medium,0.14402565074349077,-1.0303771117407752,Bajo,Presencial
2020,Mid-level,Full-Time,product data analyst,450000,INR,6072.0,IN,100,IN,Large,0.011433939905090828,-1.6219478680558626,Bajo,Remoto
2020,Senior,Full-Time,data engineer,42000,EUR,47899.0,GR,50,GR,Large,0.1602815603253317,-0.957849797136322,Bajo,Híbrido
2020,Mid-level,Full-Time,bi data analyst,98000,USD,98000.0,US,0,US,Medium,0.33857344429201564,-0.16238329341528285,Medio,Presencial
2020,Mid-level,Full-Time,lead data scientist,115000,USD,115000.0,AE,0,AE,Large,0.39907048082688773,0.107530092809696,Medio,Presencial
2020,Executive,Full-Time,director of data science,325000,USD,283864.5,US,100,US,Large,1.0,2.7886353285854573,Alto,Remoto
2020,Entry-level,Full-Time,research scientist,42000,USD,42000.0,NL,50,NL,Large,0.1392890886477311,-1.0515097421563897,Bajo,Híbrido
2020,Senior,Full-Time,data engineer,720000,MXN,33511.0,MX,0,MX,Small,0.10907971552158233,-1.1862917854307335,Bajo,Presencial
2020,Entry-level,Contract,business data analyst,100000,USD,100000.0,US,100,US,Large,0.34569074270788297,-0.13062877738881476,Medio,Remoto
2020,Senior,Full-Time,machine learning manager,157000,CAD,117104.0,CA,50,CA,Large,0.40655787876038013,0.14093584366954046,Medio,Híbrido
2020,Mid-level,Full-Time,data engineering manager,51999,EUR,59303.0,DE,100,DE,Small,0.20086439589260707,-0.776785546753401,Bajo,Remoto
2020,Entry-level,Full-Time,big data engineer,70000,USD,70000.0,US,100,US,Large,0.23893126646987337,-0.6069465177858363,Medio,Remoto
2020,Senior,Full-Time,data scientist,60000,EUR,68428.0,GR,100,US,Large,0.23333706991500167,-0.6319055673826401,Medio,Remoto
2020,Mid-level,Full-Time,research scientist,450000,USD,283864.5,US,0,US,Medium,1.0,2.7886353285854573,Alto,Presencial
2020,Mid-level,Full-Time,data analyst,41000,EUR,46759.0,FR,50,FR,Large,0.15622470022828736,-0.9759498712714089,Bajo,Híbrido
2020,Mid-level,Full-Time,data engineer,65000,EUR,74130.0,AT,50,AT,Large,0.2536284876986393,-0.5413734421911797,Medio,Híbrido
2020,Mid-level,Full-Time,data science consultant,103000,USD,103000.0,US,100,US,Large,0.3563666903316839,-0.0829970033491126,Medio,Remoto
2020,Entry-level,Full-Time,machine learning engineer,250000,USD,250000.0,US,50,US,Large,0.8794881238979309,2.250959924596293,Alto,Híbrido
2020,Entry-level,Full-Time,data analyst,10000,USD,10000.0,NG,100,NG,Small,0.025412313993854213,-1.5595819985798793,Bajo,Remoto
2020,Entry-level,Full-Time,machine learning engineer,138000,USD,138000.0,US,100,US,Small,0.4809194126093617,0.47270702711407914,Medio,Remoto
2020,Mid-level,Full-Time,data scientist,45760,USD,45760.0,PH,100,US,Small,0.1526696096695616,-0.9918112520266297,Bajo,Remoto
2020,Executive,Full-Time,data engineering manager,70000,EUR,79833.0,ES,50,ES,Large,0.273923464131485,-0.45082543974170586,Medio,Híbrido
2020,Mid-level,Full-Time,machine learning infrastructure engineer,44000,EUR,50180.0,PT,0,PT,Medium,0.16839883916862836,-0.9216337716081351,Bajo,Presencial
2020,Mid-level,Full-Time,data engineer,106000,USD,106000.0,US,100,US,Large,0.36704263795548486,-0.03536522930941045,Medio,Remoto
2020,Mid-level,Full-Time,data engineer,88000,GBP,112872.0,GB,50,GB,Large,0.3914976753124049,0.07374328775753394,Medio,Híbrido
2020,Entry-level,Part-Time,ml engineer,14000,EUR,15966.0,DE,100,DE,Small,0.04664321516838638,-1.4648582772729248,Bajo,Remoto
2020,Mid-level,Full-Time,data scientist,60000,GBP,76958.0,GB,100,GB,Small,0.2636923476586757,-0.49647255652975375,Medio,Remoto
2020,Senior,Full-Time,data engineer,188000,USD,188000.0,US,100,US,Large,0.6588518730060444,1.2665699277757816,Alto,Remoto
2020,Mid-level,Full-Time,data scientist,105000,USD,105000.0,US,100,US,Large,0.3634839887475512,-0.0512424873226445,Medio,Remoto
2020,Mid-level,Full-Time,data engineer,61500,EUR,70139.0,FR,50,FR,Large,0.23942591870977614,-0.6047395789219967,Medio,Híbrido
2020,Entry-level,Full-Time,data analyst,450000,INR,6072.0,IN,0,IN,Small,0.011433939905090828,-1.6219478680558626,Bajo,Presencial
2020,Entry-level,Full-Time,data analyst,91000,USD,91000.0,US,100,US,Large,0.31366289983648005,-0.2735240995079212,Medio,Remoto
2020,Entry-level,Full-Time,ai scientist,300000,DKK,45896.0,DK,50,DK,Small,0.1531535859618406,-0.9896519449368298,Bajo,Híbrido
2020,Entry-level,Full-Time,data engineer,48000,EUR,54742.0,PK,100,DE,Large,0.1846333968552217,-0.8492017205517614,Bajo,Remoto
2020,Senior,Freelance,computer vision engineer,60000,USD,60000.0,RU,100,US,Small,0.20334477439053683,-0.7657190979181767,Medio,Remoto
2020,Senior,Full-Time,principal data scientist,130000,EUR,148261.0,DE,100,DE,Medium,0.517434712131969,0.6356235715878737,Alto,Remoto
2020,Mid-level,Full-Time,data scientist,34000,EUR,38776.0,ES,100,ES,Medium,0.127816003601353,-1.1026980219910563,Bajo,Remoto
2020,Mid-level,Full-Time,data scientist,118000,USD,118000.0,US,100,US,Medium,0.4097464284506887,0.15516186684939814,Medio,Remoto
2020,Senior,Full-Time,data scientist,120000,USD,120000.0,US,50,US,Large,0.416863726866556,0.18691638287586626,Medio,Híbrido
2020,Mid-level,Full-Time,data scientist,138350,USD,138350.0,US,100,US,Medium,0.48216493983213854,0.4782640674187111,Medio,Remoto
2020,Mid-level,Full-Time,data engineer,110000,USD,110000.0,US,100,US,Large,0.3812772347872195,0.028143802743525754,Medio,Remoto
2020,Mid-level,Full-Time,data engineer,130800,USD,130800.0,ES,100,US,Medium,0.45529713831223945,0.358390769418794,Medio,Remoto
2020,Entry-level,Part-Time,data scientist,19000,EUR,21669.0,IT,50,IT,Small,0.06693819160123202,-1.3743102748234513,Bajo,Híbrido
2020,Senior,Full-Time,data scientist,412000,USD,283864.5,US,100,US,Large,1.0,2.7886353285854573,Alto,Remoto
2020,Senior,Full-Time,machine learning engineer,40000,EUR,45618.0,HR,100,HR,Small,0.15216428148203504,-0.9940658226645088,Bajo,Remoto
2020,Entry-level,Full-Time,data scientist,55000,EUR,62726.0,DE,50,DE,Small,0.21304565213136398,-0.7224376925741007,Medio,Híbrido
2020,Entry-level,Full-Time,data scientist,43200,EUR,49268.0,DE,0,DE,Small,0.16515335109099288,-0.9361138309162046,Bajo,Presencial
2020,Senior,Full-Time,data science manager,190200,USD,190200.0,US,100,US,Medium,0.6666809012634984,1.3014998954048966,Alto,Remoto
2020,Entry-level,Full-Time,data scientist,105000,USD,105000.0,US,100,US,Small,0.3634839887475512,-0.0512424873226445,Medio,Remoto
2020,Senior,Full-Time,data scientist,80000,EUR,91237.0,AT,0,AT,Small,0.31450629969876037,-0.26976118935878474,Medio,Presencial
2020,Mid-level,Full-Time,data scientist,55000,EUR,62726.0,FR,50,LU,Small,0.21304565213136398,-0.7224376925741007,Medio,Híbrido
2020,Mid-level,Full-Time,data scientist,37000,EUR,42197.0,FR,50,FR,Small,0.139990142541694,-1.0483819223277826,Bajo,Híbrido
2021,Entry-level,Full-Time,research scientist,60000,GBP,82528.0,GB,50,GB,Large,0.2835140237468662,-0.40803622939604006,Medio,Híbrido
2021,Executive,Full-Time,bi data analyst,150000,USD,150000.0,IN,100,US,Large,0.5236232031045657,0.6632341232728878,Alto,Remoto
2021,Executive,Full-Time,head of data,235000,USD,235000.0,US,100,US,Large,0.8261083857789261,2.012801054397782,Alto,Remoto
2021,Senior,Full-Time,data scientist,45000,EUR,53192.0,FR,50,FR,Large,0.17911749058292453,-0.8738114704722741,Bajo,Híbrido
2021,Mid-level,Full-Time,bi data analyst,100000,USD,100000.0,US,100,US,Medium,0.34569074270788297,-0.13062877738881476,Medio,Remoto
2021,Mid-level,Part-Time,3d computer vision researcher,400000,INR,5409.0,IN,50,IN,Medium,0.009074555480230813,-1.6324744901186368,Bajo,Híbrido
2021,Mid-level,Contract,ml engineer,270000,USD,270000.0,US,100,US,Large,0.950661108056604,2.568505084860974,Alto,Remoto
2021,Entry-level,Full-Time,data analyst,80000,USD,80000.0,US,100,US,Medium,0.2745177585492099,-0.4481739376534958,Medio,Remoto
2021,Senior,Full-Time,data analytics engineer,67000,EUR,79197.0,DE,100,DE,Large,0.27166016323523917,-0.4609233758381227,Medio,Remoto
2021,Mid-level,Full-Time,data engineer,140000,USD,140000.0,US,100,US,Large,0.48803671102522905,0.5044615431405473,Alto,Remoto
2021,Mid-level,Full-Time,applied data scientist,68000,CAD,54238.0,GB,50,CA,Large,0.18283983765442313,-0.8572038585904314,Bajo,Híbrido
2021,Mid-level,Full-Time,machine learning engineer,40000,EUR,47282.0,ES,100,ES,Small,0.15808587376403666,-0.9676460653304875,Bajo,Remoto
2021,Executive,Full-Time,director of data science,130000,EUR,153667.0,IT,100,PL,Large,0.5366727697500583,0.7214560284074171,Alto,Remoto
2021,Mid-level,Full-Time,data engineer,110000,PLN,28476.0,PL,100,PL,Large,0.09116191675963639,-1.266233779527367,Bajo,Remoto
2021,Entry-level,Full-Time,data analyst,50000,EUR,59102.0,FR,50,FR,Medium,0.2001491074018124,-0.7799768756140609,Bajo,Híbrido
2021,Mid-level,Full-Time,data analytics engineer,110000,USD,110000.0,US,100,US,Large,0.3812772347872195,0.028143802743525754,Medio,Remoto
2021,Senior,Full-Time,lead data analyst,170000,USD,170000.0,US,100,US,Large,0.5947961872632387,0.9807792835375688,Alto,Remoto
2021,Senior,Full-Time,data analyst,80000,USD,80000.0,BG,100,US,Small,0.2745177585492099,-0.4481739376534958,Medio,Remoto
2021,Senior,Full-Time,marketing data analyst,75000,EUR,88654.0,GR,100,DK,Large,0.3053143087946677,-0.3107721468069683,Medio,Remoto
2021,Entry-level,Full-Time,data science consultant,65000,EUR,76833.0,DE,100,DE,Small,0.263247516507684,-0.498457213781408,Medio,Remoto
2021,Mid-level,Full-Time,lead data analyst,1450000,INR,19609.0,IN,100,IN,Large,0.05960737423288868,-1.4070174263307134,Bajo,Remoto
2021,Senior,Full-Time,lead data engineer,276000,USD,276000.0,US,0,US,Large,0.9720130033042058,2.663768632940378,Alto,Presencial
2021,Entry-level,Full-Time,data scientist,2200000,INR,29751.0,IN,50,IN,Large,0.0956991944997518,-1.2459902755604935,Bajo,Híbrido
2021,Mid-level,Full-Time,cloud data engineer,120000,SGD,89294.0,SG,50,SG,Large,0.3075918442877453,-0.3006107016784985,Medio,Híbrido
2021,Entry-level,Part-Time,ai scientist,12000,USD,12000.0,BR,100,US,Small,0.03252961240972152,-1.5278274825534113,Bajo,Remoto
2021,Mid-level,Full-Time,financial data analyst,450000,USD,283864.5,US,100,US,Large,1.0,2.7886353285854573,Alto,Remoto
2021,Entry-level,Full-Time,computer vision software engineer,70000,USD,70000.0,US,100,US,Medium,0.23893126646987337,-0.6069465177858363,Medio,Remoto
2021,Mid-level,Full-Time,computer vision software engineer,81000,EUR,95746.0,DE,100,US,Small,0.3305522489773332,-0.1981706329771124,Medio,Remoto
2021,Mid-level,Full-Time,data analyst,75000,USD,75000.0,US,0,US,Large,0.25672451250954165,-0.527560227719666,Medio,Presencial
2021,Senior,Full-Time,data engineer,150000,USD,150000.0,US,100,US,Large,0.5236232031045657,0.6632341232728878,Alto,Remoto
2021,Mid-level,Full-Time,bi data analyst,11000000,HUF,36259.0,HU,50,US,Large,0.11885888354498401,-1.1426610804103663,Bajo,Híbrido
2021,Mid-level,Full-Time,data analyst,62000,USD,62000.0,US,0,US,Large,0.21046207280640414,-0.7339645818917087,Medio,Presencial
2021,Mid-level,Full-Time,data scientist,73000,USD,73000.0,US,0,US,Large,0.2496072140936743,-0.5593147437461341,Medio,Presencial
2021,Mid-level,Full-Time,data analyst,37456,GBP,51519.0,GB,50,GB,Large,0.17316387045805154,-0.9003741231284147,Bajo,Híbrido
2021,Mid-level,Full-Time,research scientist,235000,CAD,187442.0,CA,100,CA,Large,0.6568661467480175,1.2577104178043972,Alto,Remoto
2021,Senior,Full-Time,data engineer,115000,USD,115000.0,US,100,US,Small,0.39907048082688773,0.107530092809696,Medio,Remoto
2021,Senior,Full-Time,data engineer,150000,USD,150000.0,US,100,US,Medium,0.5236232031045657,0.6632341232728878,Alto,Remoto
2021,Entry-level,Full-Time,data engineer,2250000,INR,30428.0,IN,100,IN,Large,0.09810840001352288,-1.2352413718855342,Bajo,Remoto
2021,Senior,Full-Time,machine learning engineer,80000,EUR,94564.0,DE,50,DE,Large,0.32634592561355563,-0.21693755194875505,Medio,Híbrido
2021,Senior,Full-Time,director of data engineering,82500,GBP,113476.0,GB,100,GB,Medium,0.39364709943399684,0.08333315159752731,Medio,Remoto
2021,Senior,Full-Time,lead data engineer,75000,GBP,103160.0,GB,100,GB,Small,0.35693607420495327,-0.08045664206699515,Medio,Remoto
2021,Entry-level,Part-Time,ai scientist,12000,USD,12000.0,PK,100,US,Medium,0.03252961240972152,-1.5278274825534113,Bajo,Remoto
2021,Mid-level,Full-Time,data engineer,38400,EUR,45391.0,NL,100,NL,Large,0.15135646811183412,-0.997669960233513,Bajo,Remoto
2021,Entry-level,Full-Time,machine learning scientist,225000,USD,225000.0,US,100,US,Large,0.7905218936995896,1.8540284742654416,Alto,Remoto
2021,Mid-level,Full-Time,data scientist,50000,USD,50000.0,NG,100,NG,Large,0.16775828231120032,-0.9244916780505172,Bajo,Remoto
2021,Mid-level,Full-Time,data science engineer,34000,EUR,40189.0,GR,100,GR,Medium,0.13284437493216325,-1.0802634564183566,Bajo,Remoto
2021,Entry-level,Full-Time,data analyst,90000,USD,90000.0,US,100,US,Small,0.3101042506285464,-0.28940135752115526,Medio,Remoto
2021,Mid-level,Full-Time,data engineer,200000,USD,200000.0,US,100,US,Large,0.7015556635012483,1.4570970239345902,Alto,Remoto
2021,Mid-level,Full-Time,big data engineer,60000,USD,60000.0,ES,50,RO,Medium,0.20334477439053683,-0.7657190979181767,Medio,Híbrido
2021,Senior,Full-Time,principal data engineer,200000,USD,200000.0,US,100,US,Medium,0.7015556635012483,1.4570970239345902,Alto,Remoto
2021,Entry-level,Full-Time,data analyst,50000,USD,50000.0,US,100,US,Medium,0.16775828231120032,-0.9244916780505172,Bajo,Remoto
2021,Entry-level,Full-Time,applied data scientist,80000,GBP,110037.0,GB,0,GB,Large,0.381408904807913,0.028731261290015412,Medio,Presencial
2021,Entry-level,Part-Time,data analyst,8760,EUR,10354.0,ES,50,ES,Medium,0.026672075813462724,-1.5539614492431943,Bajo,Híbrido
2021,Mid-level,Full-Time,principal data scientist,151000,USD,151000.0,US,100,US,Large,0.5271818523124993,0.6791113812861218,Alto,Remoto
2021,Senior,Full-Time,machine learning scientist,120000,USD,120000.0,US,50,US,Small,0.416863726866556,0.18691638287586626,Medio,Híbrido
2021,Mid-level,Full-Time,data scientist,700000,INR,9466.0,IN,0,IN,Small,0.023511995316817642,-1.5680604543589463,Bajo,Presencial
2021,Entry-level,Full-Time,machine learning engineer,20000,USD,20000.0,IN,100,IN,Small,0.06099880607319074,-1.4008094184475388,Bajo,Remoto
2021,Senior,Full-Time,lead data scientist,3000000,INR,40570.0,IN,50,IN,Large,0.13420022028038597,-1.0742142211153143,Bajo,Híbrido
2021,Entry-level,Full-Time,machine learning developer,100000,USD,100000.0,IQ,50,IQ,Small,0.34569074270788297,-0.13062877738881476,Medio,Híbrido
2021,Entry-level,Full-Time,data scientist,42000,EUR,49646.0,FR,50,FR,Medium,0.1664985204915918,-0.9301122273872021,Bajo,Híbrido
2021,Mid-level,Full-Time,applied machine learning scientist,38400,USD,38400.0,VN,100,US,Medium,0.12647795149916993,-1.1086678710040323,Bajo,Remoto
2021,Senior,Full-Time,computer vision engineer,24000,USD,24000.0,BR,100,BR,Medium,0.07523340290492536,-1.3373003863946025,Bajo,Remoto
2021,Entry-level,Full-Time,data scientist,100000,USD,100000.0,US,0,US,Small,0.34569074270788297,-0.13062877738881476,Medio,Presencial
2021,Mid-level,Full-Time,data analyst,90000,USD,90000.0,US,100,US,Medium,0.3101042506285464,-0.28940135752115526,Medio,Remoto
2021,Mid-level,Full-Time,ml engineer,7000000,JPY,63711.0,JP,50,JP,Small,0.21655092160117861,-0.7067985934310652,Medio,Híbrido
2021,Mid-level,Full-Time,ml engineer,8500000,JPY,77364.0,JP,50,JP,Small,0.2651371592370968,-0.4900263897763807,Medio,Híbrido
2021,Senior,Full-Time,principal data scientist,220000,USD,220000.0,US,0,US,Large,0.7727286476599213,1.7746421841992712,Alto,Presencial
2021,Entry-level,Full-Time,data scientist,80000,USD,80000.0,US,100,US,Medium,0.2745177585492099,-0.4481739376534958,Medio,Remoto
2021,Mid-level,Full-Time,data analyst,135000,USD,135000.0,US,100,US,Large,0.4702434649855608,0.425075253074377,Medio,Remoto
2021,Senior,Full-Time,data science manager,240000,USD,240000.0,US,0,US,Large,0.8439016318185943,2.0921873444639525,Alto,Presencial
2021,Senior,Full-Time,data engineering manager,150000,USD,150000.0,US,0,US,Large,0.5236232031045657,0.6632341232728878,Alto,Presencial
2021,Mid-level,Full-Time,data scientist,82500,USD,82500.0,US,100,US,Small,0.283414381569044,-0.40848079262041065,Medio,Remoto
2021,Mid-level,Full-Time,data engineer,100000,USD,100000.0,US,100,US,Large,0.34569074270788297,-0.13062877738881476,Medio,Remoto
2021,Senior,Full-Time,machine learning engineer,70000,EUR,82744.0,BE,50,BE,Medium,0.2842826919757798,-0.4046067416651815,Medio,Híbrido
2021,Mid-level,Full-Time,research scientist,53000,EUR,62649.0,FR,50,FR,Medium,0.2127716361423531,-0.7236602414411197,Medio,Híbrido
2021,Mid-level,Full-Time,data engineer,90000,USD,90000.0,US,100,US,Large,0.3101042506285464,-0.28940135752115526,Medio,Remoto
2021,Senior,Full-Time,data engineering manager,153000,USD,153000.0,US,100,US,Large,0.5342991507283665,0.7108658973125899,Alto,Remoto
2021,Senior,Full-Time,cloud data engineer,160000,USD,160000.0,BR,100,US,Small,0.5592096951839022,0.8220067034052283,Alto,Remoto
2021,Senior,Full-Time,director of data science,168000,USD,168000.0,JP,0,JP,Small,0.5876788888473714,0.9490247675111007,Alto,Presencial
2021,Mid-level,Full-Time,data scientist,150000,USD,150000.0,US,100,US,Medium,0.5236232031045657,0.6632341232728878,Alto,Remoto
2021,Mid-level,Full-Time,data scientist,95000,CAD,75774.0,CA,100,CA,Large,0.2594789069964823,-0.5152712300174228,Medio,Remoto
2021,Entry-level,Full-Time,data scientist,13400,USD,13400.0,UA,100,UA,Large,0.03751172130082863,-1.5055993213348835,Bajo,Remoto
2021,Senior,Full-Time,data science manager,144000,USD,144000.0,US,100,US,Large,0.5022713078569637,0.5679705751934835,Alto,Remoto
2021,Senior,Full-Time,data science engineer,159500,CAD,127221.0,CA,50,CA,Large,0.4425607327970449,0.30156606298942934,Medio,Híbrido
2021,Mid-level,Full-Time,data scientist,160000,SGD,119059.0,SG,100,IL,Medium,0.41351503796189043,0.171975883085413,Medio,Remoto
2021,Mid-level,Full-Time,applied machine learning scientist,423000,USD,283864.5,US,50,US,Large,1.0,2.7886353285854573,Alto,Híbrido
2021,Senior,Full-Time,data analytics manager,120000,USD,120000.0,US,100,US,Medium,0.416863726866556,0.18691638287586626,Medio,Remoto
2021,Entry-level,Full-Time,machine learning engineer,125000,USD,125000.0,US,100,US,Small,0.43465697290622424,0.2663026729420365,Medio,Remoto
2021,Executive,Full-Time,head of data,230000,USD,230000.0,RU,50,RU,Large,0.8083151397392578,1.9334147643316117,Alto,Híbrido
2021,Executive,Full-Time,head of data science,85000,USD,85000.0,RU,0,RU,Medium,0.29231100458887815,-0.3687876475873255,Medio,Presencial
2021,Mid-level,Full-Time,data engineer,24000,EUR,28369.0,MT,50,MT,Large,0.09078114129438748,-1.267932646134783,Bajo,Híbrido
2021,Entry-level,Full-Time,data science consultant,54000,EUR,63831.0,DE,50,DE,Large,0.21697795950613066,-0.7048933224694771,Medio,Híbrido
2021,Executive,Full-Time,director of data science,110000,EUR,130026.0,DE,50,DE,Medium,0.4525427438252988,0.3461017717165508,Medio,Híbrido
2021,Senior,Full-Time,data specialist,165000,USD,165000.0,US,100,US,Large,0.5770029412235704,0.9013929934713986,Alto,Remoto
2021,Entry-level,Full-Time,data engineer,80000,USD,80000.0,US,100,US,Large,0.2745177585492099,-0.4481739376534958,Medio,Remoto
2021,Executive,Full-Time,director of data science,250000,USD,250000.0,US,0,US,Large,0.8794881238979309,2.250959924596293,Alto,Presencial
2021,Entry-level,Full-Time,bi data analyst,55000,USD,55000.0,US,50,US,Small,0.18555152835086858,-0.845105387984347,Bajo,Híbrido
2021,Mid-level,Full-Time,data architect,150000,USD,150000.0,US,100,US,Large,0.5236232031045657,0.6632341232728878,Alto,Remoto
2021,Mid-level,Full-Time,data architect,170000,USD,170000.0,US,100,US,Large,0.5947961872632387,0.9807792835375688,Alto,Remoto
2021,Mid-level,Full-Time,data engineer,60000,GBP,82528.0,GB,100,GB,Large,0.2835140237468662,-0.40803622939604006,Medio,Remoto
2021,Entry-level,Full-Time,data analyst,60000,USD,60000.0,US,100,US,Small,0.20334477439053683,-0.7657190979181767,Medio,Remoto
2021,Senior,Full-Time,principal data scientist,235000,USD,235000.0,US,100,US,Large,0.8261083857789261,2.012801054397782,Alto,Remoto
2021,Senior,Full-Time,research scientist,51400,EUR,60757.0,PT,50,PT,Large,0.2060386718409426,-0.7537000136021585,Medio,Híbrido
2021,Senior,Full-Time,data engineering manager,174000,USD,174000.0,US,100,US,Large,0.6090307840949732,1.044288315590505,Alto,Remoto
2021,Mid-level,Full-Time,data scientist,58000,MXN,2859.0,MX,0,MX,Small,0.0,-1.6729614980523837,Bajo,Presencial
2021,Mid-level,Full-Time,data scientist,30400000,CLP,40038.0,CL,100,CL,Large,0.13230701890176527,-1.082660922378355,Bajo,Remoto
2021,Entry-level,Full-Time,machine learning engineer,81000,USD,81000.0,US,50,US,Small,0.27807640775714354,-0.4322966796402617,Medio,Híbrido
2021,Mid-level,Full-Time,data scientist,420000,INR,5679.0,IN,100,US,Small,0.010035390766372899,-1.6281876304550635,Bajo,Remoto
2021,Mid-level,Full-Time,big data engineer,1672000,INR,22611.0,IN,0,IN,Large,0.07029043915510551,-1.3593538977749846,Bajo,Presencial
2021,Mid-level,Full-Time,data scientist,76760,EUR,90734.0,DE,50,DE,Large,0.3127162991471697,-0.27774745013944147,Medio,Híbrido
2021,Mid-level,Full-Time,data engineer,22000,EUR,26005.0,RO,0,US,Large,0.08236849456683233,-1.3054664840780683,Bajo,Presencial
2021,Senior,Full-Time,finance data analyst,45000,GBP,61896.0,GB,50,GB,Large,0.21009197328877904,-0.735615816725085,Medio,Híbrido
2021,Mid-level,Freelance,machine learning scientist,12000,USD,12000.0,PK,50,PK,Medium,0.03252961240972152,-1.5278274825534113,Bajo,Híbrido
2021,Mid-level,Full-Time,data engineer,4000,USD,4000.0,IR,100,IR,Medium,0.0040604187462522975,-1.6548455466592835,Bajo,Remoto
2021,Senior,Full-Time,data analytics engineer,50000,USD,50000.0,VN,100,GB,Medium,0.16775828231120032,-0.9244916780505172,Bajo,Remoto
2021,Executive,Full-Time,data science consultant,59000,EUR,69741.0,FR,100,ES,Small,0.23800957632501854,-0.6110587276112639,Medio,Remoto
2021,Senior,Full-Time,data engineer,65000,EUR,76833.0,RO,50,GB,Small,0.263247516507684,-0.498457213781408,Medio,Híbrido
2021,Mid-level,Full-Time,machine learning engineer,74000,USD,74000.0,JP,50,JP,Small,0.25316586330160795,-0.5434374857329001,Medio,Híbrido
2021,Senior,Full-Time,data science manager,152000,USD,152000.0,US,100,FR,Large,0.530740501520433,0.6949886392993558,Alto,Remoto
2021,Entry-level,Full-Time,machine learning engineer,21844,USD,21844.0,CO,50,CO,Medium,0.0675609552126204,-1.3715317546711352,Bajo,Híbrido
2021,Mid-level,Full-Time,big data engineer,18000,USD,18000.0,MD,0,MD,Small,0.053881507657323434,-1.4325639344740069,Bajo,Presencial
2021,Senior,Full-Time,data science manager,174000,USD,174000.0,US,100,US,Large,0.6090307840949732,1.044288315590505,Alto,Remoto
2021,Senior,Full-Time,research scientist,120500,CAD,96113.0,CA,50,CA,Large,0.33185827323664485,-0.1923436792862555,Medio,Híbrido
2021,Mid-level,Full-Time,data scientist,147000,USD,147000.0,US,50,US,Large,0.5129472554807647,0.6156023492331856,Alto,Híbrido
2021,Entry-level,Full-Time,bi data analyst,9272,USD,9272.0,KE,100,KE,Small,0.02282161737047851,-1.5711406424135137,Bajo,Remoto
